,ID,genero,casado,idade,graduacao,profissao,experiencia_de_trabalho,pontuacao_gasto,tamanho_familia,var_1,seguimentacao
8828,465354,MASCULINO,NAO,18,NAO,DOUTOR,0.0,BAIXO,5.0,Cat_2,C
8829,464373,FEMININO,NAO,46,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,B
8830,459611,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_6,D
8831,466487,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_4,A
8832,462166,MASCULINO,SIM,26,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_1,C
8833,461056,FEMININO,SIM,57,SIM,ARTISTA,0.0,ALTO,3.0,Cat_3,C
8834,461488,MASCULINO,SIM,53,SIM,ARTISTA,6.0,MEDIO,2.0,Cat_6,C
8835,465745,MASCULINO,SIM,38,SIM,ARTISTA,2.0,BAIXO,2.0,Cat_6,C
8836,464415,MASCULINO,SIM,41,NAO,DOUTOR,1.0,BAIXO,3.0,Cat_6,A
8837,462727,FEMININO,SIM,81,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,A
8838,463268,FEMININO,SIM,38,NAO,ENGENHEIRO,0.0,BAIXO,3.0,Cat_4,A
8839,462085,FEMININO,NAO,30,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_6,D
8840,465226,MASCULINO,SIM,37,NAO,ENTRETENIMENTO,2.0,BAIXO,3.0,Cat_6,A
8841,461465,MASCULINO,SIM,28,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,A
8842,461409,MASCULINO,SIM,43,NAO,ARTISTA,1.0,ALTO,3.0,Cat_6,B
8843,467791,MASCULINO,NAO,21,NAO,DOUTOR,0.0,BAIXO,5.0,Cat_7,D
8844,463761,MASCULINO,SIM,33,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,A
8845,466098,MASCULINO,SIM,78,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
8847,465783,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_3,D
8848,467796,FEMININO,NAO,27,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,2.0,Cat_6,A
8849,464859,FEMININO,SIM,45,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,B
8850,467386,MASCULINO,NAO,31,NAO,DOUTOR,0.0,BAIXO,1.0,Cat_6,D
8851,461984,MASCULINO,SIM,42,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
8852,467205,FEMININO,NAO,37,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,C
8853,464525,MASCULINO,NAO,33,SIM,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_6,D
8854,467103,MASCULINO,NAO,32,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,A
8855,461067,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_3,D
8856,462569,FEMININO,NAO,32,NAO,DOUTOR,7.0,BAIXO,4.0,Cat_3,D
8857,462069,MASCULINO,SIM,36,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,B
8858,465614,MASCULINO,SIM,43,SIM,ARTISTA,9.0,BAIXO,2.0,Cat_6,C
8860,460252,MASCULINO,SIM,41,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,A
8861,466603,MASCULINO,SIM,41,SIM,ENGENHEIRO,1.0,MEDIO,2.0,Cat_6,C
8862,462884,FEMININO,SIM,55,NAO,ARTISTA,1.0,BAIXO,2.0,Cat_3,B
8863,462418,MASCULINO,SIM,61,NAO,ENGENHEIRO,9.0,MEDIO,4.0,Cat_6,C
8864,465699,FEMININO,NAO,38,NAO,ARTISTA,13.0,BAIXO,2.0,Cat_4,D
8865,466488,MASCULINO,SIM,62,SIM,ENTRETENIMENTO,0.0,MEDIO,6.0,Cat_6,C
8866,462783,FEMININO,NAO,33,NAO,MARKETING,0.0,BAIXO,4.0,Cat_3,D
8867,467063,MASCULINO,SIM,53,SIM,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_6,B
8868,461919,MASCULINO,NAO,38,SIM,DOUTOR,0.0,BAIXO,3.0,Cat_6,A
8869,461844,MASCULINO,SIM,51,NAO,ARTISTA,2.0,MEDIO,4.0,Cat_7,C
8872,464981,MASCULINO,SIM,45,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
8873,466034,FEMININO,SIM,71,NAO,ENGENHEIRO,2.0,BAIXO,1.0,Cat_6,B
8874,461078,FEMININO,NAO,26,NAO,DONA_DE_CASA,0.0,BAIXO,6.0,Cat_3,A
8875,465664,FEMININO,SIM,84,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,A
8876,467037,MASCULINO,SIM,56,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,C
8877,465474,MASCULINO,NAO,27,NAO,MARKETING,8.0,BAIXO,4.0,Cat_4,D
8878,459158,MASCULINO,NAO,36,NAO,ENGENHEIRO,3.0,BAIXO,3.0,Cat_6,D
8879,461545,FEMININO,SIM,70,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_7,B
8881,464397,FEMININO,SIM,40,SIM,ENGENHEIRO,0.0,MEDIO,2.0,Cat_6,C
8882,464003,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_2,D
8883,466221,MASCULINO,SIM,48,SIM,ARTISTA,4.0,BAIXO,1.0,Cat_6,B
8884,465172,FEMININO,SIM,41,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,C
8885,460621,MASCULINO,SIM,77,SIM,ADVOGADO,0.0,BAIXO,2.0,Cat_3,C
8886,467702,MASCULINO,SIM,72,SIM,ARTISTA,6.0,BAIXO,1.0,Cat_6,D
8887,461036,FEMININO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_3,D
8888,460376,FEMININO,NAO,29,SIM,ASSISTENCIA_MEDICA,3.0,BAIXO,4.0,Cat_2,C
8890,462595,FEMININO,NAO,29,SIM,ARTISTA,7.0,BAIXO,7.0,Cat_4,D
8891,461195,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_4,D
8892,466353,FEMININO,SIM,38,SIM,ENGENHEIRO,0.0,MEDIO,2.0,Cat_6,B
8893,466464,FEMININO,SIM,48,SIM,DONA_DE_CASA,3.0,MEDIO,2.0,Cat_3,B
8894,466287,FEMININO,SIM,48,SIM,DOUTOR,1.0,MEDIO,2.0,Cat_2,A
8895,462035,FEMININO,NAO,37,SIM,ARTISTA,3.0,BAIXO,1.0,Cat_6,C
8896,463082,MASCULINO,NAO,32,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,5.0,Cat_6,D
8897,463600,MASCULINO,NAO,33,NAO,ASSISTENCIA_MEDICA,3.0,BAIXO,5.0,Cat_2,B
8899,465812,MASCULINO,SIM,47,NAO,ARTISTA,0.0,MEDIO,5.0,Cat_4,A
8900,465048,MASCULINO,SIM,63,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_4,C
8901,460025,FEMININO,NAO,26,SIM,ASSISTENCIA_MEDICA,5.0,BAIXO,2.0,Cat_6,D
8902,466764,MASCULINO,SIM,65,SIM,ADVOGADO,11.0,ALTO,2.0,Cat_6,C
8903,462125,MASCULINO,SIM,22,NAO,ASSISTENCIA_MEDICA,1.0,MEDIO,4.0,Cat_7,D
8904,459551,FEMININO,SIM,42,NAO,ENGENHEIRO,4.0,BAIXO,1.0,Cat_6,B
8905,467152,MASCULINO,SIM,43,NAO,ARTISTA,8.0,BAIXO,1.0,Cat_6,A
8907,466420,MASCULINO,NAO,27,SIM,ARTISTA,5.0,BAIXO,4.0,Cat_3,B
8908,460051,MASCULINO,NAO,42,SIM,ARTISTA,7.0,BAIXO,1.0,Cat_6,A
8909,463144,MASCULINO,SIM,45,SIM,EXECUTIVO,1.0,ALTO,3.0,Cat_6,C
8910,465438,MASCULINO,NAO,33,SIM,DOUTOR,9.0,BAIXO,6.0,Cat_4,D
8911,460438,MASCULINO,SIM,58,NAO,EXECUTIVO,0.0,ALTO,4.0,Cat_3,B
8912,459032,MASCULINO,NAO,21,NAO,DOUTOR,0.0,BAIXO,3.0,Cat_6,A
8913,461199,FEMININO,NAO,85,SIM,DONA_DE_CASA,4.0,BAIXO,1.0,Cat_6,D
8914,462061,MASCULINO,NAO,41,NAO,DOUTOR,1.0,BAIXO,3.0,Cat_6,B
8916,466119,FEMININO,SIM,57,NAO,ENGENHEIRO,0.0,BAIXO,1.0,Cat_3,B
8917,460952,MASCULINO,SIM,38,NAO,DOUTOR,0.0,MEDIO,5.0,Cat_6,A
8918,459024,MASCULINO,SIM,50,SIM,ARTISTA,0.0,MEDIO,5.0,Cat_6,C
8920,464010,MASCULINO,NAO,33,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,C
8922,459189,MASCULINO,NAO,26,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,6.0,Cat_6,C
8923,466972,MASCULINO,SIM,25,SIM,ARTISTA,12.0,BAIXO,2.0,Cat_6,A
8924,467072,MASCULINO,SIM,63,NAO,EXECUTIVO,1.0,ALTO,3.0,Cat_6,C
8927,460437,FEMININO,NAO,26,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,A
8928,463830,FEMININO,NAO,30,SIM,ENGENHEIRO,3.0,BAIXO,3.0,Cat_6,D
8929,463475,FEMININO,SIM,36,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_6,B
8930,462237,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,9.0,Cat_4,D
8932,460184,MASCULINO,NAO,27,NAO,DOUTOR,9.0,BAIXO,4.0,Cat_6,D
8933,461287,MASCULINO,SIM,42,SIM,EXECUTIVO,1.0,ALTO,5.0,Cat_6,B
8934,462039,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_2,D
8935,467482,MASCULINO,SIM,38,SIM,EXECUTIVO,0.0,ALTO,3.0,Cat_6,C
8936,459081,MASCULINO,SIM,63,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
8938,460711,FEMININO,NAO,25,SIM,ENGENHEIRO,8.0,BAIXO,3.0,Cat_6,D
8939,462984,FEMININO,SIM,69,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,B
8940,459447,MASCULINO,SIM,53,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,B
8941,466008,MASCULINO,SIM,36,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
8942,467567,MASCULINO,NAO,27,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_6,D
8944,462836,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
8946,459580,FEMININO,NAO,51,SIM,ADVOGADO,6.0,BAIXO,1.0,Cat_6,B
8947,460160,MASCULINO,NAO,43,SIM,ENTRETENIMENTO,5.0,BAIXO,1.0,Cat_3,D
8948,460808,MASCULINO,NAO,42,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,B
8950,467199,MASCULINO,NAO,37,SIM,ARTISTA,7.0,BAIXO,2.0,Cat_6,A
8951,466939,MASCULINO,SIM,66,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,B
8952,461796,MASCULINO,SIM,39,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_1,A
8953,464686,FEMININO,NAO,21,NAO,ENTRETENIMENTO,5.0,BAIXO,5.0,Cat_4,D
8954,460843,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
8955,460370,FEMININO,SIM,28,SIM,EXECUTIVO,8.0,ALTO,2.0,Cat_6,C
8956,465059,MASCULINO,SIM,56,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
8958,465925,MASCULINO,NAO,26,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,1.0,Cat_6,D
8959,464828,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,8.0,BAIXO,6.0,Cat_4,D
8960,462230,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,8.0,Cat_4,D
8961,466154,FEMININO,SIM,45,SIM,ARTISTA,1.0,MEDIO,5.0,Cat_3,B
8962,462197,FEMININO,SIM,65,NAO,ENGENHEIRO,1.0,MEDIO,3.0,Cat_4,A
8963,461692,FEMININO,SIM,87,NAO,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
8964,462019,FEMININO,SIM,56,SIM,ARTISTA,5.0,MEDIO,4.0,Cat_6,C
8965,460763,MASCULINO,NAO,47,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
8966,465740,FEMININO,NAO,68,SIM,DOUTOR,1.0,BAIXO,1.0,Cat_6,A
8967,460865,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_4,D
8968,459991,MASCULINO,SIM,40,SIM,ARTISTA,6.0,BAIXO,1.0,Cat_6,A
8969,463564,FEMININO,SIM,41,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_6,B
8970,463749,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
8971,464037,MASCULINO,NAO,35,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,B
8972,459180,MASCULINO,SIM,66,SIM,EXECUTIVO,1.0,ALTO,2.0,Cat_6,C
8973,460901,MASCULINO,NAO,22,NAO,DOUTOR,8.0,BAIXO,3.0,Cat_6,D
8974,465312,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
8975,466585,MASCULINO,NAO,18,NAO,MARKETING,1.0,BAIXO,4.0,Cat_1,D
8976,460444,MASCULINO,SIM,60,NAO,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
8977,462209,FEMININO,SIM,40,NAO,ARTISTA,0.0,BAIXO,1.0,Cat_4,D
8979,464132,MASCULINO,NAO,28,NAO,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,D
8980,467601,MASCULINO,SIM,42,NAO,ARTISTA,6.0,BAIXO,2.0,Cat_6,B
8981,464458,MASCULINO,NAO,46,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
8982,466346,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,4.0,Cat_4,D
8983,465471,MASCULINO,SIM,43,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
8984,460179,FEMININO,NAO,20,NAO,ENTRETENIMENTO,0.0,BAIXO,6.0,Cat_2,B
8986,459801,FEMININO,NAO,27,SIM,ENGENHEIRO,4.0,BAIXO,2.0,Cat_6,D
8987,461719,MASCULINO,SIM,82,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,D
8988,460831,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
8990,464974,MASCULINO,SIM,60,NAO,ARTISTA,0.0,MEDIO,2.0,Cat_4,B
8991,465344,FEMININO,SIM,71,SIM,ADVOGADO,0.0,ALTO,2.0,Cat_6,C
8992,460398,FEMININO,NAO,39,SIM,ENTRETENIMENTO,7.0,BAIXO,1.0,Cat_6,A
8994,459725,FEMININO,SIM,35,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
8995,466580,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_7,D
8996,464207,MASCULINO,NAO,53,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
8997,461281,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,9.0,Cat_2,D
9000,463360,FEMININO,SIM,50,SIM,ARTISTA,4.0,BAIXO,1.0,Cat_6,B
9001,461622,MASCULINO,SIM,35,SIM,EXECUTIVO,4.0,ALTO,4.0,Cat_6,C
9002,462911,MASCULINO,SIM,32,SIM,DOUTOR,11.0,MEDIO,2.0,Cat_6,A
9003,463963,FEMININO,SIM,33,NAO,ENGENHEIRO,5.0,ALTO,3.0,Cat_6,D
9004,467297,FEMININO,SIM,53,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
9005,461744,MASCULINO,SIM,47,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,B
9006,464696,FEMININO,NAO,37,SIM,ENGENHEIRO,0.0,BAIXO,1.0,Cat_4,A
9007,460929,MASCULINO,SIM,50,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
9008,462840,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,3.0,Cat_6,D
9009,460251,FEMININO,NAO,30,SIM,ENTRETENIMENTO,9.0,BAIXO,1.0,Cat_6,D
9010,465476,FEMININO,NAO,28,NAO,ASSISTENCIA_MEDICA,3.0,BAIXO,2.0,Cat_6,A
9011,461534,MASCULINO,SIM,39,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,B
9012,465097,MASCULINO,SIM,81,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
9013,464391,FEMININO,SIM,65,NAO,ENGENHEIRO,0.0,MEDIO,2.0,Cat_6,B
9016,460833,MASCULINO,SIM,30,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_6,A
9017,464425,MASCULINO,NAO,40,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,B
9018,462231,MASCULINO,NAO,28,SIM,ARTISTA,4.0,BAIXO,6.0,Cat_4,B
9019,464688,MASCULINO,SIM,28,SIM,DOUTOR,0.0,BAIXO,9.0,Cat_4,D
9020,466141,FEMININO,SIM,60,SIM,DONA_DE_CASA,1.0,BAIXO,4.0,Cat_6,C
9021,464435,MASCULINO,SIM,48,SIM,ENTRETENIMENTO,1.0,BAIXO,3.0,Cat_6,A
9022,467824,MASCULINO,SIM,70,SIM,ADVOGADO,3.0,BAIXO,1.0,Cat_6,D
9023,459670,FEMININO,SIM,39,SIM,ENTRETENIMENTO,7.0,MEDIO,2.0,Cat_6,B
9024,462515,MASCULINO,SIM,42,NAO,DOUTOR,5.0,MEDIO,5.0,Cat_6,B
9025,461604,MASCULINO,SIM,38,NAO,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_6,B
9026,462472,MASCULINO,NAO,35,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,C
9027,465149,MASCULINO,SIM,43,SIM,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_6,B
9028,459673,FEMININO,SIM,83,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,B
9029,465507,MASCULINO,SIM,43,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,B
9030,467393,FEMININO,SIM,46,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
9031,460713,MASCULINO,SIM,50,SIM,DOUTOR,0.0,MEDIO,3.0,Cat_6,B
9032,465366,FEMININO,NAO,38,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,B
9033,465073,MASCULINO,SIM,69,NAO,EXECUTIVO,1.0,ALTO,2.0,Cat_6,C
9034,464626,FEMININO,SIM,38,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,C
9035,465450,FEMININO,NAO,26,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,D
9036,461157,MASCULINO,NAO,37,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_3,A
9037,465032,MASCULINO,SIM,72,SIM,EXECUTIVO,0.0,ALTO,2.0,Cat_6,C
9038,460965,MASCULINO,SIM,52,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,B
9039,466166,MASCULINO,SIM,85,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_4,A
9040,460131,FEMININO,NAO,29,SIM,ASSISTENCIA_MEDICA,6.0,BAIXO,3.0,Cat_6,D
9041,465577,MASCULINO,NAO,26,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_3,C
9042,463334,FEMININO,NAO,33,SIM,DOUTOR,0.0,BAIXO,6.0,Cat_4,C
9043,462100,FEMININO,NAO,40,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_2,D
9045,467734,MASCULINO,SIM,79,SIM,ADVOGADO,2.0,ALTO,2.0,Cat_6,B
9047,465932,MASCULINO,NAO,35,NAO,ARTISTA,1.0,BAIXO,1.0,Cat_7,A
9048,460377,FEMININO,SIM,68,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,C
9051,466288,MASCULINO,SIM,36,SIM,ARTISTA,7.0,MEDIO,5.0,Cat_2,B
9052,459161,MASCULINO,SIM,51,SIM,EXECUTIVO,3.0,ALTO,5.0,Cat_6,C
9054,466959,MASCULINO,SIM,25,SIM,ARTISTA,8.0,BAIXO,4.0,Cat_6,D
9057,463747,FEMININO,SIM,35,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9058,460259,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_2,D
9059,464494,FEMININO,SIM,55,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_3,C
9061,466722,MASCULINO,SIM,35,NAO,EXECUTIVO,1.0,ALTO,3.0,Cat_6,C
9062,460561,FEMININO,NAO,39,NAO,ENGENHEIRO,6.0,BAIXO,1.0,Cat_3,C
9063,461522,MASCULINO,SIM,83,NAO,EXECUTIVO,1.0,ALTO,2.0,Cat_6,D
9064,459039,MASCULINO,SIM,45,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,C
9065,459452,MASCULINO,SIM,40,SIM,ARTISTA,9.0,BAIXO,2.0,Cat_6,C
9066,461713,FEMININO,NAO,27,SIM,ARTISTA,1.0,BAIXO,5.0,Cat_6,C
9067,461567,MASCULINO,SIM,51,NAO,ENTRETENIMENTO,7.0,MEDIO,3.0,Cat_6,C
9068,461495,MASCULINO,SIM,35,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,B
9070,461781,MASCULINO,SIM,57,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,C
9071,462126,MASCULINO,SIM,20,NAO,ASSISTENCIA_MEDICA,1.0,MEDIO,4.0,Cat_7,D
9072,461247,FEMININO,NAO,49,SIM,ARTISTA,4.0,BAIXO,1.0,Cat_6,A
9073,461620,MASCULINO,NAO,52,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
9074,463286,MASCULINO,SIM,35,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
9075,466553,MASCULINO,SIM,39,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
9076,466239,MASCULINO,SIM,69,SIM,EXECUTIVO,0.0,BAIXO,2.0,Cat_4,B
9077,462393,FEMININO,NAO,26,SIM,ENTRETENIMENTO,6.0,BAIXO,2.0,Cat_6,D
9078,465502,MASCULINO,SIM,36,SIM,ARTISTA,8.0,BAIXO,4.0,Cat_4,D
9079,459337,FEMININO,SIM,25,SIM,ENGENHEIRO,6.0,MEDIO,2.0,Cat_6,A
9080,466934,FEMININO,SIM,60,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
9081,467965,FEMININO,NAO,37,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_6,A
9082,465840,FEMININO,NAO,42,NAO,ARTISTA,0.0,BAIXO,1.0,Cat_5,D
9083,465689,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,4.0,Cat_3,D
9084,462982,MASCULINO,SIM,41,NAO,DOUTOR,2.0,MEDIO,4.0,Cat_6,A
9085,464262,MASCULINO,SIM,75,NAO,EXECUTIVO,0.0,BAIXO,1.0,Cat_6,D
9087,461687,FEMININO,SIM,77,SIM,ARTISTA,0.0,ALTO,2.0,Cat_6,B
9089,464499,MASCULINO,SIM,43,SIM,EXECUTIVO,1.0,ALTO,4.0,Cat_6,B
9090,467778,FEMININO,NAO,31,SIM,ASSISTENCIA_MEDICA,8.0,BAIXO,4.0,Cat_6,C
9091,466280,MASCULINO,NAO,33,NAO,DOUTOR,1.0,BAIXO,2.0,Cat_3,B
9092,463523,MASCULINO,SIM,60,SIM,EXECUTIVO,1.0,ALTO,4.0,Cat_6,B
9093,462937,FEMININO,SIM,61,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
9094,460649,FEMININO,NAO,29,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_4,D
9095,460911,MASCULINO,NAO,25,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
9096,462269,MASCULINO,SIM,83,SIM,ARTISTA,2.0,ALTO,2.0,Cat_6,A
9097,459279,FEMININO,NAO,38,SIM,ARTISTA,7.0,BAIXO,1.0,Cat_6,C
9098,461566,MASCULINO,NAO,28,SIM,ARTISTA,0.0,BAIXO,4.0,Cat_7,C
9099,462324,MASCULINO,SIM,65,SIM,ENTRETENIMENTO,0.0,ALTO,2.0,Cat_6,A
9100,463253,FEMININO,SIM,61,SIM,DOUTOR,0.0,MEDIO,4.0,Cat_7,B
9102,464667,FEMININO,SIM,51,NAO,ENGENHEIRO,4.0,BAIXO,2.0,Cat_4,D
9103,462606,MASCULINO,SIM,36,NAO,EXECUTIVO,2.0,ALTO,3.0,Cat_4,D
9104,466961,FEMININO,SIM,55,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
9106,459585,FEMININO,SIM,46,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,A
9107,459304,FEMININO,SIM,43,SIM,ARTISTA,8.0,MEDIO,2.0,Cat_6,B
9108,462523,MASCULINO,SIM,57,NAO,DOUTOR,4.0,BAIXO,3.0,Cat_4,B
9109,464805,MASCULINO,SIM,35,NAO,DOUTOR,0.0,BAIXO,1.0,Cat_4,A
9110,465036,MASCULINO,SIM,65,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9111,467953,FEMININO,SIM,37,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_6,A
9112,464381,MASCULINO,SIM,35,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_6,A
9113,466115,MASCULINO,SIM,37,NAO,EXECUTIVO,1.0,BAIXO,2.0,Cat_6,A
9114,467606,MASCULINO,SIM,38,SIM,EXECUTIVO,0.0,MEDIO,3.0,Cat_6,B
9115,466340,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_4,D
9118,459916,MASCULINO,NAO,36,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_3,B
9119,462341,MASCULINO,SIM,61,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
9120,467613,MASCULINO,SIM,53,NAO,ARTISTA,1.0,MEDIO,6.0,Cat_6,A
9121,462706,MASCULINO,SIM,45,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,C
9123,466393,FEMININO,SIM,42,NAO,ENTRETENIMENTO,1.0,BAIXO,6.0,Cat_3,B
9125,461296,FEMININO,SIM,83,SIM,ADVOGADO,0.0,ALTO,2.0,Cat_6,C
9126,463987,FEMININO,NAO,36,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
9128,463073,MASCULINO,SIM,42,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
9129,466539,FEMININO,SIM,80,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,C
